"year";"season";"gid";"designation";"female_gid";"female_preferred_name";"female_designation";"female_seed_source_name";"male_gid";"male_preferred_name";"male_designation";"male_seed_source_name";"plot_number";"seed_number";"breeder";"program_name";"ecosystem_program_name";"trait_team";"research_group";"division"
2013;"WS";4010829;"IR 106461";3890333;"IR06A144/IR10F365";"IR 103349";"A13DSC-96";1845909;"IR06N119";;"HB8011";"A13WMC-238";403;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010828;"IR 106460";3890330;"HHZ 1-Y4-Y1/IR10F339";"IR 103346";"A13DSC-93";1845909;"IR06N119";;"HB8011";"A13WMC-237";860;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010827;"IR 106459";3890327;"ZH 1/IR08N210";"IR 103343";"A13DSC-90";2433533;"IR09A228";;"HB8017";"A13WMC-236";605;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010826;"IR 106458";3890457;"12DS-GMET-9/IRRI 145";"IR 103262";"A13DSC-9";3490425;"PR 37942-3B-5-3-2";;"HB8048";"A13WMC-235";300;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010825;"IR 106457";3890324;"PR 37951-3B-37-1-2/IR09N496";"IR 103340";"A13DSC-87";2847870;"IR09F436";;"HB8018";"A13WMC-234";663;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010824;"IR 106456";3890317;"PR 37921-B-3-4-2-1-2/IRRI 158";"IR 103333";"A13DSC-80";3489515;"PR 30245-10-414";;"HB8033";"A13WMC-233";460;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010823;"IR 106455";3890456;"12DS-GMET-9/IR 72102-4-159-1-3-3-3 (NSIC RC 112)";"IR 103261";"A13DSC-8";3490639;"PR 35769-B-1-1-2-3-4";;"HB8036";"A13WMC-232";376;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010822;"IR 106454";3890316;"PR 37921-B-3-4-2-1-2/IRRI 145";"IR 103332";"A13DSC-79";2433533;"IR09A228";;"HB8017";"A13WMC-231";478;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010821;"IR 106453";3890454;"12DS-GMET-9/IR06N209";"IR 103259";"A13DSC-6";2433533;"IR09A228";;"HB8017";"A13WMC-230";305;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010820;"IR 106452";3890291;"PR 36921-B-6-1-3-4/IRRI 154";"IR 103307";"A13DSC-54";2433533;"IR09A228";;"HB8017";"A13WMC-229";657;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010819;"IR 106451";3890291;"PR 36921-B-6-1-3-4/IRRI 154";"IR 103307";"A13DSC-54";3490425;"PR 37942-3B-5-3-2";;"HB8048";"A13WMC-228";465;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010818;"IR 106450";3890279;"IRRI 149/FEDEARROZ 473";"IR 103295";"A13DSC-42";3128637;"IR10F336";;"HB8026";"A13WMC-227";254;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010817;"IR 106449";3890277;"IRRI 123/FEDEARROZ 2000";"IR 103293";"A13DSC-40";3490156;"PR 37866-1B-1-4";;"HB8044";"A13WMC-226";306;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010816;"IR 106448";3890274;"IR 28/IRTP 24183";"IR 103290";"A13DSC-37";2847870;"IR09F436";;"HB8018";"A13WMC-225";354;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010815;"IR 106447";3890272;"IR05N412/PR 37921-B-3-2-2";"IR 103288";"A13DSC-35";2434007;"IR05N412";;"HB8010";"A13WMC-224";473;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010814;"IR 106446";3890265;"IR04A115/PR 30245-10-414";"IR 103281";"A13DSC-28";2847870;"IR09F436";;"HB8018";"A13WMC-223";405;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010813;"IR 106445";3890264;"IR10N304/GSR IR 1-5-D20-D2-D1";"IR 103280";"A13DSC-27";3488824;"HHZ 8-SAL 6-SAL 3-Y2";;"HB8008";"A13WMC-222";382;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010812;"IR 106444";3890260;"IR09A228/PR 37951-3B-37-1-2";"IR 103276";"A13DSC-23";3173021;"IR09N522";;"HB8021";"A13WMC-221";663;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010811;"IR 106443";3890469;"IR09A228/IR08N136";"IR 103274";"A13DSC-21";3128637;"IR10F336";;"HB8026";"A13WMC-220";632;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010810;"IR 106442";3890467;"IR09A228/PR 37866-1B-1-4";"IR 103272";"A13DSC-19";3173031;"IR09A136";;"HB8016";"A13WMC-219";710;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010809;"IR 106441";3890481;"OM 4498/N 22";"IR 103371";"A13DSC-118";3490639;"PR 35769-B-1-1-2-3-4";;"HB8036";"A13WMC-218";81;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010808;"IR 106440";3890481;"OM 4498/N 22";"IR 103371";"A13DSC-118";3173021;"IR09N522";;"HB8021";"A13WMC-217";68;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010807;"IR 106439";3890481;"OM 4498/N 22";"IR 103371";"A13DSC-118";1201260;"IR04A115";;"HB8009";"A13WMC-216";80;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010806;"IR 106438";3890480;"OM 4498/GIZA 178";"IR 103370";"A13DSC-117";3490639;"PR 35769-B-1-1-2-3-4";;"HB8036";"A13WMC-215";316;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010805;"IR 106437";3890480;"OM 4498/GIZA 178";"IR 103370";"A13DSC-117";3173021;"IR09N522";;"HB8021";"A13WMC-214";376;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010804;"IR 106436";3890480;"OM 4498/GIZA 178";"IR 103370";"A13DSC-117";1201260;"IR04A115";;"HB8009";"A13WMC-213";298;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010803;"IR 106435";3890480;"OM 4498/GIZA 178";"IR 103370";"A13DSC-117";2433533;"IR09A228";;"HB8017";"A13WMC-212";367;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010802;"IR 106434";3890474;"IR 50/PSB RC 10 (IR 50404-57-2-2-3)";"IR 103364";"A13DSC-111";3489515;"PR 30245-10-414";;"HB8033";"A13WMC-211";277;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010801;"IR 106433";3890459;"HHZ 8-SAL 6-SAL 3-Y2/IR10C168";"IR 103264";"A13DSC-11";3489153;"12DS-GMET-22";;"HB8001";"A13WMC-210";560;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010800;"IR 106432";3890458;"HHZ 8-SAL 6-SAL 3-Y2/PR 39421-52-28-2-1";"IR 103263";"A13DSC-10";2433533;"IR09A228";;"HB8017";"A13WMC-209";457;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010606;"IR 106278";707118;"IRRI 147";;"HB8096";3128666;"IR10F365";;"HB8073";"A13WSC-55";63;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010605;"IR 106277";3521558;"BRRI DHAN 53";;"HB8083";2487859;"IR08L181";;"HB8175";"A13WSC-54";178;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010604;"IR 106276";3521558;"BRRI DHAN 53";;"HB8083";3282864;"FEDEARROZ 21";;"HB8124";"A13WSC-53";155;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010603;"IR 106275";3521558;"BRRI DHAN 53";;"HB8083";2351848;"COLOMBIA XXI";;"HB8120";"A13WSC-52";215;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010602;"IR 106274";3521558;"BRRI DHAN 53";;"HB8083";1006063;"IR 72046-B-R-3";;"HB8100";"A13WSC-51";158;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010601;"IR 106273";3521558;"BRRI DHAN 53";;"HB8083";707118;"IRRI 147";;"HB8096";"A13WSC-50";34;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010600;"IR 106272";3521558;"BRRI DHAN 53";;"HB8083";3620110;"LAMBANG PUTIH";;"HB8196";"A13WSC-49";50;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010599;"IR 106271";419014;"BR 29";;"HB8082";2351848;"COLOMBIA XXI";;"HB8120";"A13WSC-48";160;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010598;"IR 106270";419014;"BR 29";;"HB8082";707118;"IRRI 147";;"HB8096";"A13WSC-47";66;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010597;"IR 106269";419014;"BR 29";;"HB8082";1402027;"IRRI 168";;"HB8056";"A13WSC-46";143;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010596;"IR 106268";419014;"BR 29";;"HB8082";1253989;"IRRI 154";;"HB8055";"A13WSC-45";251;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010595;"IR 106267";3246535;"IR11F262";;"HB8077";2220463;"IR07A179";;"HB8014";"A13WSC-44";185;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010594;"IR 106266";3246535;"IR11F262";;"HB8077";3173021;"IR09N522";;"HB8021";"A13WSC-43";223;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010593;"IR 106265";3246535;"IR11F262";;"HB8077";2853229;"IR09F437";;"HB8065";"A13WSC-42";171;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010592;"IR 106264";3246535;"IR11F262";;"HB8077";447391;"IRRI 119";;"HB8060";"A13WSC-41";170;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010591;"IR 106263";3246887;"IR11F186";;"HB8076";2220463;"IR07A179";;"HB8014";"A13WSC-40";156;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010590;"IR 106262";3246887;"IR11F186";;"HB8076";3173021;"IR09N522";;"HB8021";"A13WSC-39";107;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010589;"IR 106261";3246887;"IR11F186";;"HB8076";2853229;"IR09F437";;"HB8065";"A13WSC-38";142;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010588;"IR 106260";3246887;"IR11F186";;"HB8076";447391;"IRRI 119";;"HB8060";"A13WSC-37";112;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010587;"IR 106259";3246887;"IR11F186";;"HB8076";3246535;"IR11F262";;"HB8077";"A13WSC-36";67;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010586;"IR 106258";1356053;"MTU 1010";;"HB8203";2487859;"IR08L181";;"HB8175";"A13WSC-35";151;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010585;"IR 106257";1356053;"MTU 1010";;"HB8203";2351848;"COLOMBIA XXI";;"HB8120";"A13WSC-34";100;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010584;"IR 106256";3128666;"IR10F365";;"HB8073";2220463;"IR07A179";;"HB8014";"A13WSC-33";180;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010583;"IR 106255";3128666;"IR10F365";;"HB8073";3173021;"IR09N522";;"HB8021";"A13WSC-32";202;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010582;"IR 106254";3128666;"IR10F365";;"HB8073";2853229;"IR09F437";;"HB8065";"A13WSC-31";235;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010581;"IR 106253";3128666;"IR10F365";;"HB8073";447391;"IRRI 119";;"HB8060";"A13WSC-30";121;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010580;"IR 106252";3128666;"IR10F365";;"HB8073";3246535;"IR11F262";;"HB8077";"A13WSC-29";161;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010579;"IR 106251";3128666;"IR10F365";;"HB8073";3246887;"IR11F186";;"HB8076";"A13WSC-28";156;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010578;"IR 106250";2853229;"IR09F437";;"HB8065";3173021;"IR09N522";;"HB8021";"A13WSC-27";173;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010577;"IR 106249";2847870;"IR09F436";;"HB8064";2220463;"IR07A179";;"HB8014";"A13WSC-26";169;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010576;"IR 106248";2847870;"IR09F436";;"HB8064";3173021;"IR09N522";;"HB8021";"A13WSC-25";157;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010575;"IR 106247";2847870;"IR09F436";;"HB8064";2853229;"IR09F437";;"HB8065";"A13WSC-24";203;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010574;"IR 106246";2847870;"IR09F436";;"HB8064";447391;"IRRI 119";;"HB8060";"A13WSC-23";96;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010573;"IR 106245";2847870;"IR09F436";;"HB8064";3246535;"IR11F262";;"HB8077";"A13WSC-22";156;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010572;"IR 106244";2847870;"IR09F436";;"HB8064";3246887;"IR11F186";;"HB8076";"A13WSC-21";167;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010571;"IR 106243";2847870;"IR09F436";;"HB8064";3128666;"IR10F365";;"HB8073";"A13WSC-20";119;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010570;"IR 106242";2254836;"IR07F287";;"HB8063";3173031;"IR09A136";;"HB8016";"A13WSC-19";71;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010569;"IR 106241";447391;"IRRI 119";;"HB8060";3173031;"IR09A136";;"HB8016";"A13WSC-18";155;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010568;"IR 106240";447391;"IRRI 119";;"HB8060";2220463;"IR07A179";;"HB8014";"A13WSC-17";167;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010567;"IR 106239";447391;"IRRI 119";;"HB8060";3173021;"IR09N522";;"HB8021";"A13WSC-16";90;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010566;"IR 106238";447391;"IRRI 119";;"HB8060";2853229;"IR09F437";;"HB8065";"A13WSC-15";102;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010565;"IR 106237";3491021;"PR 37704-2B-6-1-2-1-1";;"HB8043";3128666;"IR10F365";;"HB8073";"A13WSC-14";35;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010564;"IR 106236";3491022;"PR 37246-2-3-2-1-1-2-1";;"HB8042";3128666;"IR10F365";;"HB8073";"A13WSC-13";65;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010563;"IR 106235";3491022;"PR 37246-2-3-2-1-1-2-1";;"HB8042";3173021;"IR09N522";;"HB8021";"A13WSC-12";97;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010562;"IR 106234";3491022;"PR 37246-2-3-2-1-1-2-1";;"HB8042";3173031;"IR09A136";;"HB8016";"A13WSC-11";170;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010561;"IR 106233";3491022;"PR 37246-2-3-2-1-1-2-1";;"HB8042";2220463;"IR07A179";;"HB8014";"A13WSC-10";69;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010560;"IR 106232";3490639;"PR 35769-B-1-1-2-3-4";;"HB8036";3128666;"IR10F365";;"HB8073";"A13WSC-9";229;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010559;"IR 106231";3173021;"IR09N522";;"HB8021";2220463;"IR07A179";;"HB8014";"A13WSC-8";130;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010558;"IR 106230";2433533;"IR09A228";;"HB8017";3128666;"IR10F365";;"HB8073";"A13WSC-7";121;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010557;"IR 106229";3546511;"HHZ 5-DT20-DT2-DT1";;"HB8006";3173031;"IR09A136";;"HB8016";"A13WSC-6";169;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010556;"IR 106228";3546545;"HHZ 17-Y16-Y3-SAL1";;"HB8004";1253989;"IRRI 154";;"HB8055";"A13WSC-5";136;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010555;"IR 106227";3546545;"HHZ 17-Y16-Y3-SAL1";;"HB8004";3173021;"IR09N522";;"HB8021";"A13WSC-4";258;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010554;"IR 106226";3546545;"HHZ 17-Y16-Y3-SAL1";;"HB8004";3173031;"IR09A136";;"HB8016";"A13WSC-3";40;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010553;"IR 106225";76174;"PSB RC 10 (IR 50404-57-2-2-3)";;"Demo";2159583;"IRRI 149";;"Demo";"A13WSC-2";25;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"WS";4010552;"IR 106224";1254078;"IRRI 156";;"HB8057";2847870;"IR09F436";;"HB8064";"A13WSC-1";129;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891631;"IR 103779";3731662;"IR08A176/IRRI 146";"IR 100167";"IR 100167";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-533";166;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891630;"IR 103778";3731654;"IR08N128/IRRI 123";"IR 100159";"IR 100159";1254078;"IRRI 156";;600;"A13DMC-532";110;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891629;"IR 103777";3731652;"IR08N128/IRRI 104";"IR 100157";"IR 100157";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-531";94;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891628;"IR 103776";3731650;"IR08N128/IRRI 146";"IR 100155";"IR 100155";3077132;"HHZ 8-SAL 6-SAL 3-Y2";;"HB7003";"A13DMC-530";374;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891627;"IR 103775";3731642;"IR09N514/IRRI 123";"IR 100147";"IR 100147";3056013;"HHZ 1-Y4-Y1";;"HB7002";"A13DMC-529";315;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891626;"IR 103774";3731640;"IR09N514/IRRI 104";"IR 100145";"IR 100145";3490156;"PR 37866-1B-1-4";;"HB7049";"A13DMC-528";463;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891625;"IR 103773";3731639;"IR09N514/IRRI 154";"IR 100144";"IR 100144";76174;"IRRI 104";;"HB7059";"A13DMC-527";340;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891624;"IR 103772";3731630;"IR10A125/IRRI 123";"IR 100135";"IR 100135";1254078;"IRRI 156";;600;"A13DMC-526";196;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891623;"IR 103771";3731628;"IR10A125/IRRI 154";"IR 100133";"IR 100133";2472131;"IR09A104";;"HB7020";"A13DMC-525";211;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891622;"IR 103770";3731627;"IR10A125/IRRI 146";"IR 100132";"IR 100132";3490817;"PR 37275-7-14-5-1-2-2-1-2";;"HB7046";"A13DMC-524";76;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891621;"IR 103769";3731626;"PR 37866-1B-1-4/IR10M108";"IR 100131";"IR 100131";2472131;"IR09A104";;"HB7020";"A13DMC-523";201;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891620;"IR 103768";3731625;"PR 37866-1B-1-4/IR10M153";"IR 100130";"IR 100130";76174;"IRRI 104";;"HB7059";"A13DMC-522";42;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891619;"IR 103767";3731624;"PR 37866-1B-1-4/IR10M245";"IR 100129";"IR 100129";3490424;"PR 37951-3B-37-1-2";;"HB7053";"A13DMC-521";346;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891618;"IR 103766";3731624;"PR 37866-1B-1-4/IR10M245";"IR 100129";"IR 100129";83343;"IRRI 106";;"Demo";"A13DMC-520";154;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891617;"IR 103765";3731623;"PR 37866-1B-1-4/IR09M105";"IR 100128";"IR 100128";3490156;"PR 37866-1B-1-4";;"HB7049";"A13DMC-519";273;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891616;"IR 103764";3731623;"PR 37866-1B-1-4/IR09M105";"IR 100128";"IR 100128";76174;"IRRI 104";;"HB7059";"A13DMC-518";324;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891615;"IR 103763";3731621;"PR 37866-1B-1-4/IR07N112";"IR 100126";"IR 100126";2337749;"IR08N136";;"HB7018";"A13DMC-517";348;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891614;"IR 103762";3731621;"PR 37866-1B-1-4/IR07N112";"IR 100126";"IR 100126";10583;"IR 28";;"Demo";"A13DMC-516";368;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
2013;"DS";3891613;"IR 103761";3731620;"PR 37866-1B-1-4/MILYANG 23";"IR 100125";"IR 100125";1876209;"OM 4498";;"HB7124";"A13DMC-515";500;"BCollard";"IRRIGATED SEA";"IRRIGATED";;"Irrigated Breeding-Southeast Asia";"PBGB"
