"year";"season";"gid";"designation";"female_gid";"female_preferred_name";"female_designation";"female_seed_source_name";"male_gid";"male_preferred_name";"male_designation";"male_seed_source_name";"plot_number";"seed_number";"breeder";"program_name";"ecosystem_program_name";"trait_team";"research_group";"division"
2001;"DS";924096;"IR 78059";204132;"IR 68552-100-1-2-2";;"HB7834";505862;"IR 69808-78-2-2-3";;"HB7844";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924097;"IR 78058";204132;"IR 68552-100-1-2-2";;"HB7834";506205;"IR 68450-36-3-2-2-3";;"A2616";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924098;"IR 78057";204132;"IR 68552-100-1-2-2";;"HB7834";163637;"IR 68062-43-3-2-2-2";;"A2672";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924099;"IR 78056";204132;"IR 68552-100-1-2-2";;"HB7834";163587;"IR 68061-27-3-2-2-3";;"A2671";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924100;"IR 78055";204132;"IR 68552-100-1-2-2";;"HB7834";163484;"IR 68058-71-2-1";;"A2667";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924320;"IR 78054";204132;"IR 68552-100-1-2-2";;"HB7834";924166;"MIDSAYAP";;"HB7837";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924101;"IR 78053";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";84209;"PSBRC 64";;"HB7811";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924102;"IR 78052";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";86225;"PSBRC 52";;"HB7809";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924103;"IR 78051";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924104;"IR 78050";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";652300;"IR 72903-99-2-3-2";;"A2748";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924105;"IR 78049";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";568373;"IR 69800-5-3-1-2";;"HB7843";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924106;"IR 78048";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";497625;"IR 69726-116-1-3";;"HB7840";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924107;"IR 78047";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";506205;"IR 68450-36-3-2-2-3";;"A2616";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924108;"IR 78046";568485;"IR 68544-29-2-1-3-1-2";;"HB7833";163484;"IR 68058-71-2-1";;"A2667";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924109;"IR 78045";505909;"IR 68537-23-1-5-1";;"HB7832";84209;"PSBRC 64";;"HB7811";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924110;"IR 78044";505909;"IR 68537-23-1-5-1";;"HB7832";184926;"IR 69128-40-3-3-3";;"HB7836";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924111;"IR 78043";505909;"IR 68537-23-1-5-1";;"HB7832";506205;"IR 68450-36-3-2-2-3";;"A2616";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924112;"IR 78042";505909;"IR 68537-23-1-5-1";;"HB7832";163484;"IR 68058-71-2-1";;"A2667";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924113;"IR 78041";506205;"IR 68450-36-3-2-2-3";;"A2616";84209;"PSBRC 64";;"HB7811";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924114;"IR 78040";506205;"IR 68450-36-3-2-2-3";;"A2616";86225;"PSBRC 52";;"HB7809";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924115;"IR 78039";506205;"IR 68450-36-3-2-2-3";;"A2616";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924116;"IR 78038";506205;"IR 68450-36-3-2-2-3";;"A2616";434117;"HEERA";;"HB7815";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924117;"IR 78037";163637;"IR 68062-43-3-2-2-2";;"A2672";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924118;"IR 78036";163637;"IR 68062-43-3-2-2-2";;"A2672";501558;"IR 69726-29-1-2-2-2";;"HB7841";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924321;"IR 78035";163637;"IR 68062-43-3-2-2-2";;"A2672";924166;"MIDSAYAP";;"HB 7837";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924119;"IR 78034";163587;"IR 68061-27-3-2-2-3";;"A2671";86225;"PSBRC 52";;"HB7809";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924120;"IR 78033";163587;"IR 68061-27-3-2-2-3";;"A2671";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924121;"IR 78032";163587;"IR 68061-27-3-2-2-3";;"A2671";501558;"IR 69726-29-1-2-2-2";;"HB7841";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924322;"IR 78031";163587;"IR 68061-27-3-2-2-3";;"A2671";924166;"MIDSAYAP";;"HB 7837";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924122;"IR 78030";163537;"IR 68059-66-2-3-3-3";;"A2668";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924123;"IR 78029";163537;"IR 68059-66-2-3-3-3";;"A2668";501558;"IR 69726-29-1-2-2-2";;"HB7841";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924124;"IR 78028";163537;"IR 68059-66-2-3-3-3";;"A2668";506205;"IR 68450-36-3-2-2-3";;"A2616";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924125;"IR 78027";163484;"IR 68058-71-2-1";;"A2667";84209;"PSBRC 64";;"HB7811";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924126;"IR 78026";163484;"IR 68058-71-2-1";;"A2667";86225;"PSBRC 52";;"HB7809";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924127;"IR 78025";163484;"IR 68058-71-2-1";;"A2667";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924128;"IR 78024";163484;"IR 68058-71-2-1";;"A2667";506205;"IR 68450-36-3-2-2-3";;"A2616";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924323;"IR 78023";163484;"IR 68058-71-2-1";;"A2667";924166;"MIDSAYAP";;"HB 7837";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924129;"IR 78022";63333;"IR 68";;"DEMO";84209;"PSBRC64";;"HB7811";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924130;"IR 78021";63333;"IR 68";;"DEMO";505633;"IR 73887-1-8-2-1";;"HB7861";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924131;"IR 78020";63333;"IR 68";;"DEMO";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924132;"IR 78019";63333;"IR 68";;"DEMO";506267;"IR 73885-1-4-3-2-1-10";;"HB7858";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924133;"IR 78018";95292;"IR 67966-44-2-3-2";;"HB7826";86225;"PSBRC 52";;"HB7809";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924134;"IR 78017";95292;"IR 67966-44-2-3-2";;"HB7826";622115;"IR 72875-94-3-3-2";;"A2660";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924135;"IR 78016";95292;"IR 67966-44-2-3-2";;"HB7826";163637;"IR 68062-43-3-2-2-2";;"A2672";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924136;"IR 78015";95292;"IR 67966-44-2-3-2";;"HB7826";163587;"IR 68061-27-3-2-2-3";;"A2671";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924137;"IR 78014";95292;"IR 67966-44-2-3-2";;"HB7826";163484;"IR 68058-71-2-1";;"A2667";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924138;"IR 78013";95292;"IR 67966-44-2-3-2";;"HB7826";89196;"IR 65564-22-2-3";;"HB7819";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924139;"IR 78012";93525;"IR 67962-84-2-2-2";;"B7614";86225;"PSBRC 52";;"HB7809";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924140;"IR 78011";93525;"IR 67962-84-2-2-2";;"B7614";506267;"IR 73885-1-4-3-2-1-10";;"HB7858";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924141;"IR 78010";93525;"IR 67962-84-2-2-2";;"B7614";211488;"IR 71210-5-3-1";;"B7689";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924142;"IR 78009";93525;"IR 67962-84-2-2-2";;"B7614";506205;"IR 68450-36-3-2-2-3";;"A2616";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924143;"IR 78008";93525;"IR 67962-84-2-2-2";;"B7614";163587;"IR 68061-27-3-2-2-3";;"A2671";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924144;"IR 78007";162406;"IR 67406-6-3-2-3";;"A7877";622159;"IR 72865-95-3-2-2";;"A8106";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924145;"IR 78006";162406;"IR 67406-6-3-2-3";;"A7877";622188;"IR 72860-80-3-3-3";;"A2691";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924146;"IR 78005";162406;"IR 67406-6-3-2-3";;"A7877";622190;"IR 72860-68-1-1-1";;"A2650";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924147;"IR 78004";162406;"IR 67406-6-3-2-3";;"A7877";500598;"IR 69745-251-2-2-1-1";;"A2688";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924148;"IR 78003";162406;"IR 67406-6-3-2-3";;"A7877";164424;"IR 68737-21-2-3";;"A7930";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924149;"IR 78002";162406;"IR 67406-6-3-2-3";;"A7877";163379;"IR 67894-40-1";;"A7913";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924150;"IR 78001";162406;"IR 67406-6-3-2-3";;"A7877";161569;"IR 65638-169-3-2";;"A7839";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924151;"IR 78000";162406;"IR 67406-6-3-2-3";;"A7877";81451;"IR 58755-158-1-3-2";;"A7805";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924152;"IR 77999";203873;"IR 66158-38-3-2-1";;"HB7822";652300;"IR 72903-99-2-3-2";;"A2748";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924153;"IR 77998";203873;"IR 66158-38-3-2-1";;"HB7822";203919;"IR 69807-13-2-1";;"B7650";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924154;"IR 77997";203873;"IR 66158-38-3-2-1";;"HB7822";497625;"IR 69726-116-1-3";;"HB7840";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924155;"IR 77996";203873;"IR 66158-38-3-2-1";;"HB7822";163537;"IR 68059-66-2-3-3-3";;"A2668";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924156;"IR 77995";203873;"IR 66158-38-3-2-1";;"HB7822";163484;"IR 68058-71-2-1";;"A2667";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924157;"IR 77994";95299;"IR 65600-38-1-2-1";;"BSI307";84209;"PSBRC 64";;"HB7811";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924158;"IR 77993";95299;"IR 65600-38-1-2-1";;"BSI307";86225;"PSBRC 52";;"HB7809";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924159;"IR 77992";95299;"IR 65600-38-1-2-1";;"BSI307";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";845983;"IR 77991";95299;"IR 65600-38-1-2-1";;"BSI307";622115;"IR 72875-94-3-3-2";;"A2660";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924160;"IR 77990";95299;"IR 65600-38-1-2-1";;"BSI307";568433;"IR 69796-71-3-3-3";;"B7647";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924161;"IR 77989";95299;"IR 65600-38-1-2-1";;"BSI307";501558;"IR 69726-29-1-2-2-2";;"HB7841";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924162;"IR 77988";95299;"IR 65600-38-1-2-1";;"BSI307";506205;"IR 68450-36-3-2-2-3";;"A2616";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924163;"IR 77987";95299;"IR 65600-38-1-2-1";;"BSI307";163484;"IR 68058-71-2-1";;"A2667";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924324;"IR 77986";95299;"IR 65600-38-1-2-1";;"BSI307";924166;"MIDSAYAP";;"HB7837";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924164;"IR 77985";11105;"IR 36";;"DEMO";434117;"HEERA";;"HB7815";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924165;"IR 77984";434117;"HEERA";;"HB7815";71376;"IR 45912-9-1-2-2";;"HB7816";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924325;"IR 77983";434117;"HEERA";;"HB7815";924166;"MIDSAYAP";;"HB7837";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2001;"DS";924326;"IR 77982";924166;"MIDSAYAP";;"HB7837";506265;"IR 73885-1-4-3-2-1-6";;"HB7859";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762594;"IR 76904";762547;"IR 65598-112-2/IRBB 59//2*IR 65598-112-2 (XA-5)";;"ALMA";522526;"IR 65598-112-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762595;"IR 76905";762548;"IR 65600-96-1-2-2/IRBB 59//2*IR 65600-96-1-2-2 (XA-5)";;"ALMA";92352;"IR 65600-96-1-2-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762596;"IR 76906";762549;"IR 65600-42-5-2/IRBB 59//2*IR 65600-42-5-2 (XA-13)";;"ALMA";91608;"IR 65600-42-5-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762597;"IR 76907";762550;"IR 65598-112-2/IRBB 59//2*IR 65598-112-2 (XA-21)";;"ALMA";522526;"IR 65598-112-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762598;"IR 76908";762550;"IR 65598-112-2/IRBB 59//2*IR 65598-112-2 (XA-21)";;"ALMA";522526;"IR 65598-112-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762599;"IR 76909";762551;"IR 65598-112-2/IRBB 59//2*IR 65598-112-2 (XA-13/XA-21)";;"ALMA";522526;"IR 65598-112-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762600;"IR 76910";762552;"IR 65598-112-2/IRBB 59//2*IR 65598-112-2 (XA-5/XA-13/XA-21)";;"ALMA";522526;"IR 65598-112-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762601;"IR 76911";762552;"IR 65598-112-2/IRBB 59//2*IR 65598-112-2 (XA-5/XA-13/XA-21)";;"ALMA";522526;"IR 65598-112-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762602;"IR 76912";762553;"IR 65600-96-1-2-2/IRBB 59//2*IR 65600-96-1-2-2 (XA-21)";;"ALMA";92352;"IR 65600-96-1-2-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";762603;"IR 76913";762554;"IR 65600-96-1-2-2/IRBB 59//2*IR 65600-96-1-2-2 (XA-5/XA-21)";;"ALMA";92352;"IR 65600-96-1-2-2";;"ALMA";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761558;"IR 76914";156139;"IR 62243-41-1-3-3";;"A1810";313134;"JANAKI";;"HB7414";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761559;"IR 76915";156139;"IR 62243-41-1-3-3";;"A1810";50533;"IR 64";;"HB7404";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761560;"IR 76916";156139;"IR 62243-41-1-3-3";;"A1810";164219;"IR00A107";;"HB7430";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761561;"IR 76917";156139;"IR 62243-41-1-3-3";;"A1810";82290;"PSB RC 18 (IR 51672-62-2-1-1-2-3)";;"HB7408";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761562;"IR 76918";156139;"IR 62243-41-1-3-3";;"A1810";84209;"PSB RC 64 (IR 59552-21-3-2-2)";;"HB7411";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761563;"IR 76919";786294;"IR 64680-81-2-2-1-3";;"A1814";313134;"JANAKI";;"HB7414";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761564;"IR 76920";786294;"IR 64680-81-2-2-1-3";;"A1814";50533;"IR 64";;"HB7404";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761565;"IR 76921";786294;"IR 64680-81-2-2-1-3";;"A1814";164219;"IR00A107";;"HB7430";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761566;"IR 76922";786294;"IR 64680-81-2-2-1-3";;"A1814";82290;"PSB RC 18 (IR 51672-62-2-1-1-2-3)";;"HB7408";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761567;"IR 76923";786294;"IR 64680-81-2-2-1-3";;"A1814";84209;"PSB RC 64 (IR 59552-21-3-2-2)";;"HB7411";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761568;"IR 76924";162042;"IR 66696-49-1-2";;"A1823";313134;"JANAKI";;"HB7414";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761569;"IR 76925";162042;"IR 66696-49-1-2";;"A1823";50533;"IR 64";;"HB7404";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761570;"IR 76926";162042;"IR 66696-49-1-2";;"A1823";164219;"IR00A107";;"HB7430";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761571;"IR 76927";162042;"IR 66696-49-1-2";;"A1823";82290;"PSB RC 18 (IR 51672-62-2-1-1-2-3)";;"HB7408";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761572;"IR 76928";162042;"IR 66696-49-1-2";;"A1823";84209;"PSB RC 64 (IR 59552-21-3-2-2)";;"HB7411";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761573;"IR 76929";163320;"IR 67867-117-3-2-1-1";;"A1826";313134;"JANAKI";;"HB7414";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761574;"IR 76930";163320;"IR 67867-117-3-2-1-1";;"A1826";50533;"IR 64";;"HB7404";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761575;"IR 76931";163320;"IR 67867-117-3-2-1-1";;"A1826";164219;"IR00A107";;"HB7430";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
2000;"DS";761576;"IR 76932";163320;"IR 67867-117-3-2-1-1";;"A1826";82290;"PSB RC 18 (IR 51672-62-2-1-1-2-3)";;"HB7408";;;"GSKhush/PSVirk";"IRRIGATED SEA";"Irrigated ";;"Irrigated Breeding-Southeast Asia";"PBGB"
