"program";"study_name";"entry_code";"gid";"designation";"seed_source_name";"family_designation";"family_gid";"pedigree_name"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140515";3879486;"IR 100036";"F12012WS";"IR 100036";3731523;"IR06N209/IR10M153"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140516";3879487;"IR 100037";"F12012WS";"IR 100037";3731524;"IR06N209/IR10M108"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140517";3879488;"IR 100052";"F12012WS";"IR 100052";3731547;"IR08A172/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140518";3879489;"IR 100054";"F12012WS";"IR 100054";3731549;"IR08A172/MILYANG 23"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140519";3879490;"IR 100060";"F12012WS";"IR 100060";3731555;"IR08N136/IRRI 146"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140520";3879491;"IR 100061";"F12012WS";"IR 100061";3731556;"IR08N136/IRRI 154"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140521";3879492;"IR 100062";"F12012WS";"IR 100062";3731557;"IR08N136/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140522";3879493;"IR 100064";"F12012WS";"IR 100064";3731559;"IR08N136/IRRI 123"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140523";3879494;"IR 100065";"F12012WS";"IR 100065";3731560;"IR08N136/MILYANG 23"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140524";3879495;"IR 100066";"F12012WS";"IR 100066";3731561;"IR08N136/IR07N112"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140525";3879496;"IR 100067";"F12012WS";"IR 100067";3731562;"IR08N136/IR09N200"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140526";3879497;"IR 100068";"F12012WS";"IR 100068";3731563;"IR08N136/IR09M105"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140527";3879498;"IR 100069";"F12012WS";"IR 100069";3731564;"IR08N136/IR10M245"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140528";3879499;"IR 100070";"F12012WS";"IR 100070";3731565;"IR08N136/IR10M153"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140529";3879500;"IR 100071";"F12012WS";"IR 100071";3731566;"IR08N136/IR10M108"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140530";3879501;"IR 100072";"F12012WS";"IR 100072";3731567;"IR09A136/IRRI 146"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140531";3879502;"IR 100073";"F12012WS";"IR 100073";3731568;"IR09A136/IRRI 154"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140532";3879503;"IR 100074";"F12012WS";"IR 100074";3731569;"IR09A136/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140533";3879504;"IR 100077";"F12012WS";"IR 100077";3731572;"IR09A136/MILYANG 23"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140534";3879505;"IR 100086";"F12012WS";"IR 100086";3731581;"IR09N542/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140535";3879506;"IR 100098";"F12012WS";"IR 100098";3731593;"IR10N108/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140536";3879507;"IR 100101";"F12012WS";"IR 100101";3731596;"IR10N108/MILYANG 23"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140537";3879508;"IR 100108";"F12012WS";"IR 100108";3731603;"PR 37285-17-31-12-1-21-1-2/IRRI 146"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140538";3879509;"IR 100109";"F12012WS";"IR 100109";3731604;"PR 37285-17-31-12-1-21-1-2/IRRI 154"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140539";3879510;"IR 100110";"F12012WS";"IR 100110";3731605;"PR 37285-17-31-12-1-21-1-2/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140540";3879511;"IR 100112";"F12012WS";"IR 100112";3731607;"PR 37285-17-31-12-1-21-1-2/IRRI 123"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140541";3879512;"IR 100113";"F12012WS";"IR 100113";3731608;"PR 37285-17-31-12-1-21-1-2/MILYANG 23"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140542";3879513;"IR 100120";"F12012WS";"IR 100120";3731615;"PR 37866-1B-1-4/IRRI 146"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140543";3879514;"IR 100121";"F12012WS";"IR 100121";3731616;"PR 37866-1B-1-4/IRRI 154"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140544";3879515;"IR 100122";"F12012WS";"IR 100122";3731617;"PR 37866-1B-1-4/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140545";3879516;"IR 100124";"F12012WS";"IR 100124";3731619;"PR 37866-1B-1-4/IRRI 123"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140546";3879517;"IR 100125";"F12012WS";"IR 100125";3731620;"PR 37866-1B-1-4/MILYANG 23"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140547";3879518;"IR 100145";"F12012WS";"IR 100145";3731640;"IR09N514/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140548";3879519;"IR 100157";"F12012WS";"IR 100157";3731652;"IR08N128/IRRI 104"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140549";3879520;"IR 100702";"F12012WS";"IR 100702";3732197;"IR03N137/IRRI 146//IR05N412"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140550";3879521;"IR 100703";"F12012WS";"IR 100703";3732198;"IR03N137/IR 24//IR10N108"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140551";3879522;"IR 100706";"F12012WS";"IR 100706";3732201;"IR08A176/IRRI 146//IR09A136"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140552";3879523;"IR 100709";"F12012WS";"IR 100709";3732204;"IR08A176/SAN HUANG ZHAN NO 2//IR09N542"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140553";3879524;"IR 100714";"F12012WS";"IR 100714";3732209;"IR03N137/IRRI 154//PR 37866-1B-1-4"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140554";3879525;"IR 100719";"F12012WS";"IR 100719";3732214;"IR08N194/IR 42//IR08A172"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140555";3879526;"IR 100720";"F12012WS";"IR 100720";3732215;"IR08N194/IR08N128//IR06A150"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140556";3879527;"IR 100721";"F12012WS";"IR 100721";3732216;"IR08N194/IR10F382//IR10N108"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140557";3879528;"IR 100722";"F12012WS";"IR 100722";3732217;"IR08N194/IR10F388//IR05N412"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140558";3879529;"IR 100723";"F12012WS";"IR 100723";3732218;"IR08N194/IR10F365//PR 37285-17-31-12-1-21-1-2"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140559";3879530;"IR 100724";"F12012WS";"IR 100724";3732219;"IR03N137/IRRI 117//IR08A172"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140560";3879531;"IR 100725";"F12012WS";"IR 100725";3732220;"IR08N194/IR08N136//IR04A115"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140561";3879532;"IR 100726";"F12012WS";"IR 100726";3732221;"IR09A133/IRRI 146//IR10N108"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140562";3879533;"IR 100727";"F12012WS";"IR 100727";3732222;"IR09A133/IRRI 154//PR 37866-1B-1-4"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140563";3879534;"IR 100728";"F12012WS";"IR 100728";3732223;"IR09A133/IRRI 105//IR04A115"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140564";3879535;"IR 100732";"F12012WS";"IR 100732";3732227;"IR09N106/IR10G106//IR09A136"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140565";3879536;"IR 100735";"F12012WS";"IR 100735";3732230;"IR03N137/IRRI 105//IR08N136"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140566";3879537;"IR 100736";"F12012WS";"IR 100736";3732231;"IR09N190/IRRI 105//PR 37285-17-31-12-1-21-1-2"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140567";3879538;"IR 100740";"F12012WS";"IR 100740";3732235;"IR09N496/IRRI 105//PR 37866-1B-1-4"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140568";3879539;"IR 100745";"F12012WS";"IR 100745";3732240;"IR09N520/IRRI 146//PR 37285-17-31-12-1-21-1-2"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140569";3879540;"IR 100749";"F12012WS";"IR 100749";3732244;"IRRI 168/IRRI 146//PR 37285-17-31-12-1-21-1-2"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140570";3879541;"IR 100751";"F12012WS";"IR 100751";3732246;"IR10A125/IRRI 105//IR08A176"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140571";3879542;"IR 100752";"F12012WS";"IR 100752";3732247;"IR10A125/SAN HUANG ZHAN NO 2//IR08A176"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140572";3879543;"IR 100754";"F12012WS";"IR 100754";3732249;"IRRI 117/IRRI 106//IR10N108"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140573";3846442;"IR 100755";"F12012WS";"IR 100755";3732250;"IRRI 119/IR 42//IR09N542"
"IRRIGATED SEA";"F2_2013DS_UNP";"A140574";3846443;"IR 100756";"F12012WS";"IR 100756";3732251;"IRRI 119/IR 24//IR08A172"
"IRRIGATED SEA";"F2_2013DS_BOHOL";201;3846487;"IR 99983";"A12WSC-4";"IR 99983";3731470;"IR04A115/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";202;3846488;"IR 100007";"A12WSC-28";"IR 100007";3731494;"IR05N412/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";203;3846429;"IR 100017";"A12WSC-38";"IR 100017";3731504;"IR06A150/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";204;3846430;"IR 100029";"A12WSC-50";"IR 100029";3731516;"IR06N209/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";205;3846431;"IR 100041";"A12WSC-62";"IR 100041";3731528;"IR06N234/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";206;3846432;"IR 100063";"A12WSC-84";"IR 100063";3731558;"IR08N136/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";207;3846433;"IR 100075";"A12WSC-96";"IR 100075";3731570;"IR09A136/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";208;3846434;"IR 100087";"A12WSC-108";"IR 100087";3731582;"IR09N542/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";209;3846435;"IR 100099";"A12WSC-120";"IR 100099";3731594;"IR10N108/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";210;3846436;"IR 100111";"A12WSC-132";"IR 100111";3731606;"PR 37285-17-31-12-1-21-1-2/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";211;3846437;"IR 100123";"A12WSC-144";"IR 100123";3731618;"PR 37866-1B-1-4/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";212;3846438;"IR 100134";"A12WSC-155";"IR 100134";3731629;"IR10A125/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";213;3846439;"IR 100146";"A12WSC-167";"IR 100146";3731641;"IR09N514/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";214;3846440;"IR 100158";"A12WSC-179";"IR 100158";3731653;"IR08N128/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";215;3846441;"IR 100169";"A12WSC-190";"IR 100169";3731664;"IR08A176/IRRI 105"
"IRRIGATED SEA";"F2_2013DS_BOHOL";216;3846442;"IR 100755";"A12WMC-776";"IR 100755";3732250;"IRRI 119/IR 42//IR09N542"
"IRRIGATED SEA";"F2_2013DS_BOHOL";217;3846443;"IR 100756";"A12WMC-777";"IR 100756";3732251;"IRRI 119/IR 24//IR08A172"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140301";3779130;"IR 98399";"A12DSC-30";"IR 98399";3569853;"IR08A176/SAN HUANG ZHAN NO 2"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140302";3779131;"IR 98413";"A12DSC-44";"IR 98413";3569867;"IR08N194/IR 42"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140303";3779132;"IR 98415";"A12DSC-46";"IR 98415";3568729;"IR08N194/IR08N128"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140304";3779133;"IR 98416";"A12DSC-47";"IR 98416";3568730;"IR08N194/IR10F382"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140305";3779134;"IR 98417";"A12DSC-48";"IR 98417";3568731;"IR08N194/IR10F388"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140306";3779135;"IR 98418";"A12DSC-49";"IR 98418";3568732;"IR08N194/IR10F365"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140307";3779136;"IR 98419";"A12DSC-50";"IR 98419";3568733;"IR08N194/IR08N136"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140308";3779137;"IR 98425";"A12DSC-56";"IR 98425";3568739;"IR09N106/IR05N412"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140309";3779138;"IR 98426";"A12DSC-57";"IR 98426";3568740;"IR09N106/IR10G106"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140310";3779139;"IR 98460";"A12DSC-91";"IR 98460";3568774;"IR10A125/SAN HUANG ZHAN NO 2"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140311";3779140;"IR 98463";"A12DSC-94";"IR 98463";3568777;"IRRI 119/IR 42"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140312";3779141;"IR 98464";"A12DSC-95";"IR 98464";3568778;"IRRI 119/IR 24"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140313";3779142;"IR 99046";"A12DMC-677";"IR 99046";3569398;"IR04A428/IR 67966-44-2-3-2//MTU 1113"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140314";3779143;"IR 99054";"A12DMC-685";"IR 99054";3569406;"IR10M101/IR 73006-12-3-3-2//PAU 3105-45-3-2"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140315";3779144;"IR 99056";"A12DMC-687";"IR 99056";3569408;"IR09A228/IR02A201//IR07A234"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140316";3779145;"IR 99064";"A12DMC-695";"IR 99064";3569416;"IR09M127/IR05N173//IR10A125"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140317";3779146;"IR 99065";"A12DMC-696";"IR 99065";3569417;"IR09N519/IR 65450-173-2-1-1-3-3//IR08A176"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140318";3779147;"IR 99076";"A12DMC-707";"IR 99076";3569428;"IR09N202/IR 72875-94-3-3-2//PR 115"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140319";3779148;"IR 99077";"A12DMC-708";"IR 99077";3569429;"IR10N105/IR 72903-121-2-1-2//IR05N412"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140320";3779149;"IR 99082";"A12DMC-713";"IR 99082";3569434;"IR09N481/IR 72903-121-2-1-2//IR09N496"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140321";3779150;"IR 99083";"A12DMC-714";"IR 99083";3569435;"IR09N481/IR01N223//IR08A176"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140322";3779151;"IR 99084";"A12DMC-715";"IR 99084";3569436;"IRBB23/IR02N211//IR08A192"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140323";3779152;"IR 99112";"A12DMC-743";"IR 99112";3569464;"PR 113/IR04A285//IR09N190"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140324";3779153;"IR 99116";"A12DMC-747";"IR 99116";3569468;"IET 21119/IR 45912-9-1-2-2//IR08A176"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140325";3779154;"IR 99119";"A12DMC-750";"IR 99119";3569471;"PR 114+XA 30/IR 64680-81-2-2-1-3//IR06N170"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140326";3779155;"IR 98371";"A12DSC-2";"IR 98371";3569825;"IR03N137/IR 24"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140327";3779156;"IR 98372";"A12DSC-3";"IR 98372";3569826;"IR03N137/IR 42"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140328";3779157;"IR 98393";"A12DSC-24";"IR 98393";3569847;"IR07A266/IR 42"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140329";3779158;"IR 98414";"A12DSC-45";"IR 98414";3568728;"IR08N194/IR10A125"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140330";3779159;"IR 98462";"A12DSC-93";"IR 98462";3568776;"IRRI 117/IRRI 106"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140331";3779160;"IR 99049";"A12DMC-680";"IR 99049";3569401;"IR05N173/IR 70114-5-3-3-3//PR 114"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140332";3779161;"IR 99053";"A12DMC-684";"IR 99053";3569405;"IR07N187/IR 72967-12-2-3//IR09N496"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140334";3779162;"IR 99059";"A12DMC-690";"IR 99059";3569411;"IR10N103/IR03A477//PR 115"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140335";3779163;"IR 99061";"A12DMC-692";"IR 99061";3569413;"IR 82802-36-3-3-1-3/IR03A550//IR09N496"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140336";3779164;"IR 99062";"A12DMC-693";"IR 99062";3569414;"IR09N496/IR03A568//IR07A234"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140337";3779165;"IR 99066";"A12DMC-697";"IR 99066";3569418;"IR09N519/IR05N204//IR05N412"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140338";3779166;"IR 99067";"A12DMC-698";"IR 99067";3569419;"IR 83650-74-2-3-3/IR 65620-192-3-3-3-2//PAU 3105-45-3-2"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140339";3779167;"IR 99068";"A12DMC-699";"IR 99068";3569420;"IR10M244/IR 67966-44-2-3-2//PAU 201"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140340";3779168;"IR 99070";"A12DMC-701";"IR 99070";3569422;"IR09N526/IR 68450-36-3-2-2-3//IR08A192"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140342";3779169;"IR 99073";"A12DMC-704";"IR 99073";3569425;"IR09N530/IR 71676-90-2-2//IR09N542"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140343";3779170;"IR 99074";"A12DMC-705";"IR 99074";3569426;"IR09N531/IR 67966-44-2-3-2//IR08A176"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140344";3779171;"IR 99075";"A12DMC-706";"IR 99075";3569427;"IR 83704-31-3-3-2/IR 68144-2B-2-2-3-1-166//IR10A125"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140345";3779172;"IR 99081";"A12DMC-712";"IR 99081";3569433;"IR09A220/IR 72164-348-6-2-2-2//IR08A192"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140346";3779173;"IR 99085";"A12DMC-716";"IR 99085";3569437;"IR BB 61/IR 73006-12-3-3-2//IR09N190"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140347";3779174;"IR 99086";"A12DMC-717";"IR 99086";3569438;"IR BB 62/IR 73012-137-2-2-2//IR05N412"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140348";3779175;"IR 99090";"A12DMC-721";"IR 99090";3569442;"IR BB 65/IR00A117//IR10A125"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140349";3779176;"IR 99092";"A12DMC-723";"IR 99092";3569444;"IRBB 7/IR03A568//IR09N496"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140350";3779177;"IR 99093";"A12DMC-724";"IR 99093";3569445;"MILYANG 23/IR02N200//IR 6 (PAKISTAN)"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140351";3779178;"IR 99095";"A12DMC-726";"IR 99095";3569447;"MILYANG 23/IR04A285//IR 73004-3-1-2-1"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140352";3779179;"IR 99113";"A12DMC-744";"IR 99113";3569465;"PR 114/IR05N204//IR 73004-3-1-2-1"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140353";3779180;"IR 99114";"A12DMC-745";"IR 99114";3569466;"PR 115/IR04A427//IR05N412"
"IRRIGATED SEA";"F2_2012WS_PRO";"A140354";3779181;"IR 99117";"A12DMC-748";"IR 99117";3569469;"IET 21119/IR05N170//IR07A234"
"SUBMERGENCE";"F_F22012WS";"F122605";3798914;"IR 98571";"F12DSC-202";"IR 98571";3568885;"IRRI 119/IR07T118"
"SUBMERGENCE";"F_F22012WS";"F122619";3798915;"IR 98526";"F12DSC-157";"IR 98526";3568840;"IR09F437/IR10F365"
"SUBMERGENCE";"F_F22012WS";"F122620";3798916;"IR 98527";"F12DSC-158";"IR 98527";3568841;"IR09F437/IR10F379"
"SUBMERGENCE";"F_F22012WS";"F122627";3798917;"IR 98565";"F12DSC-196";"IR 98565";3568879;"IR10N269/IRRI 119"
"SUBMERGENCE";"F_F22012WS";"F122629";3798918;"IR 98582";"F12DSC-213";"IR 98582";3568896;"IRRI 119/IR10F365"
"SUBMERGENCE";"F_F22012WS";"F122630";3798919;"IR 98590";"F12DSC-221";"IR 98590";3568904;"IRRI 146/IR09F437"
"SUBMERGENCE";"F_F22012WS";"F122631";3798920;"IR 98594";"F12DSC-225";"IR 98594";3568908;"IRRI 154/IR09F436"
"SUBMERGENCE";"F_F22012WS";"F122634";3798921;"IR 98626";"F12DSC-257";"IR 98626";3568940;"OR 142-99/IRRI 119"
"SUBMERGENCE";"F_F22012WS";"F122635";3798922;"IR 98631";"F12DSC-262";"IR 98631";3568945;"PSBRC 82/IR10F328"
"SUBMERGENCE";"F_F22012WS";"F122643";3798923;"IR 98649";"F12DSC-280";"IR 98649";3568963;"SPR 85163-5-1-2-4/IR10F379"
"SUBMERGENCE";"F_F22012WS";"F122644";3798924;"IR 98658";"F12DSC-289";"IR 98658";3568972;"SPR 85163-5-1-2-4/IR10F365"
"SUBMERGENCE";"F_F22012WS";"F122647";3798925;"IR 99123";"F12DMC-754";"IR 99123";3569475;"IR08A176/IR01A111//IR09F437"
"SUBMERGENCE";"F_F22012WS";"F122648";3798926;"IR 99124";"F12DMC-755";"IR 99124";3569476;"IR08A128/IR02N211//IR05F102"
"SUBMERGENCE";"F_F22012WS";"F122650";3798927;"IR 99126";"F12DMC-757";"IR 99126";3569478;"IR09N520/IR 65482-4-136-2-2-B//IR09F437"
"SUBMERGENCE";"F_F22012WS";"F122651";3798928;"IR 99127";"F12DMC-758";"IR 99127";3569479;"IR09N520/IR06M138//IR09F437"
"SUBMERGENCE";"F_F22012WS";"F122652";3798929;"IR 99128";"F12DMC-759";"IR 99128";3569480;"IR09N534/IR 68450-36-3-2-2-3//IR09F436"
"SUBMERGENCE";"F_F22012WS";"F122653";3798930;"IR 99129";"F12DMC-760";"IR 99129";3569481;"IR BB 62/IR 73012-137-2-2-2//IR07F290"
"SUBMERGENCE";"F_F22012WS";"F122654";3798931;"IR 99131";"F12DMC-762";"IR 99131";3569483;"MTU 1098/IRRI 154//IR10F379"
"SUBMERGENCE";"F_F22012WS";"F122655";3798932;"IR 99136";"F12DMC-767";"IR 99136";3569488;"IET 21119/IR 45912-9-1-2-2//IR10F371"
"SUBMERGENCE";"F_F22012WS";"F122658";3798933;"IR 99141";"F12DMC-772";"IR 99141";3569493;"IR09F164/IR 66946-3R-178-1-1//IR10F388"
"SUBMERGENCE";"F_F22012WS";"F122659";3798934;"IR 99143";"F12DMC-774";"IR 99143";3569495;"IR09F229/IR 66946-3R-178-1-1//IR05N412"
"SUBMERGENCE";"F_F22012WS";"F122621";3933078;"IR 98528";"F12DSC-159";"IR 98528";3568842;"IR09F437/IRRI 119"
"SUBMERGENCE";"F_F22012DS";"F122501";3559517;"IR 96898";"F11WSC-183";"IR 96898";3383309;"IR09F153/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122502";3559518;"IR 96901";"F11WSC-186";"IR 96901";3383312;"IR09F154/CHERIVIRUPPU"
"SUBMERGENCE";"F_F22012DS";"F122503";3559519;"IR 96900";"F11WSC-185";"IR 96900";3383311;"IR09F154/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122504";3559520;"IR 96903";"F11WSC-188";"IR 96903";3383314;"IR09F164/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122505";3559521;"IR 96905";"F11WSC-190";"IR 96905";3383316;"IR09F185/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122506";3559522;"IR 96906";"F11WSC-191";"IR 96906";3383317;"IR09F185/IR10F402"
"SUBMERGENCE";"F_F22012DS";"F122507";3559523;"IR 96908";"F11WSC-193";"IR 96908";3383319;"IR09F229/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122508";3559524;"IR 96913";"F11WSC-198";"IR 96913";3383324;"IR09F291/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122509";3559525;"IR 96915";"F11WSC-200";"IR 96915";3383326;"IR09F436/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122510";3559526;"IR 96921";"F11WSC-206";"IR 96921";3383332;"IR09F437/IR10F328"
"SUBMERGENCE";"F_F22012DS";"F122511";3559527;"IR 96922";"F11WSC-207";"IR 96922";3383333;"IR09F437/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122512";3559528;"IR 96923";"F11WSC-208";"IR 96923";3383334;"IR09F437/IR10F371"
"SUBMERGENCE";"F_F22012DS";"F122513";3559529;"IR 96924";"F11WSC-209";"IR 96924";3383335;"IR09F437/IR10F382"
"SUBMERGENCE";"F_F22012DS";"F122514";3559530;"IR 96925";"F11WSC-210";"IR 96925";3383336;"IR09F437/IR10F388"
"SUBMERGENCE";"F_F22012DS";"F122515";3559531;"IR 96926";"F11WSC-211";"IR 96926";3383337;"IR09F437/IR10F402"
"SUBMERGENCE";"F_F22012DS";"F122516";3559532;"IR 96927";"F11WSC-212";"IR 96927";3383338;"IR09F437/IR10F407"
"SUBMERGENCE";"F_F22012DS";"F122517";3559533;"IR 96929";"F11WSC-214";"IR 96929";3383340;"IR09F454/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122518";3559534;"IR 96942";"F11WSC-227";"IR 96942";3383353;"IR10F178/IR09F185"
"SUBMERGENCE";"F_F22012DS";"F122519";3559535;"IR 96944";"F11WSC-229";"IR 96944";3383355;"IR10F185/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122520";3559536;"IR 96946";"F11WSC-231";"IR 96946";3383357;"IR10F205/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122521";3559537;"IR 96950";"F11WSC-235";"IR 96950";3383361;"IRRI 104/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122522";3559538;"IR 96951";"F11WSC-236";"IR 96951";3383362;"IRRI 104/IR10F402"
"SUBMERGENCE";"F_F22012DS";"F122523";3559539;"IR 96952";"F11WSC-237";"IR 96952";3383363;"IR 64683-87-2-2-3-3/IR10F328"
"SUBMERGENCE";"F_F22012DS";"F122524";3559540;"IR 96954";"F11WSC-239";"IR 96954";3383365;"IR 64683-87-2-2-3-3/IR10F388"
