"year";"season";"gid";"designation";"seed_source_name";"cross_preferred_name";"cross_unique_id";"female_gid";"female_preferred_name";"female_line_name";"male_gid";"male_preferred_name";"male_line_name";"breeding_method_name";"study_name";"entry_code"
"2013";"WS";"3489153";"12DS-GMET-22";"HB8001";"12DS-GMET-22";"IRIS 266-12670";;;;;;;"Unknown";"HB2013WS";"HB9001"
"2013";"WS";"3489154";"12DS-GMET-25";"HB8002";"12DS-GMET-25";"IRIS 266-12671";;;;;;;"Unknown";"HB2013WS";"HB9002"
"2013";"WS";"3489144";"12DS-GMET-3";"HB8003";"12DS-GMET-3";"IRIS 266-12661";;;;;;;"Unknown";"HB2013WS";"HB9003"
"2013";"WS";"3546545";"HHZ 17-Y16-Y3-SAL1";"HB8004";"HUANG-HUA-ZHAN*2/CDR 22";"IRIS 266-13387";"2480445";"HUANG-HUA-ZHAN";;"2480512";"HUANG-HUA-ZHAN/CDR 22";;"Backcross";"HB2013WS";"HB9004"
"2013";"WS";"3364480";"HHZ 1-Y 4-Y 1";"HB8005";"HUANG-HUA-ZHAN*2/YUE-XIANG-ZHAN";"IRIS 179-1000443";"2480445";"HUANG-HUA-ZHAN";;"2480527";"HUANG-HUA-ZHAN/YUE-XIANG-ZHAN";;"Backcross";"HB2013WS";"HB9005"
"2013";"WS";"3546511";"HHZ 5-DT20-DT2-DT1";"HB8006";"HUANG-HUA-ZHAN*2/OM 1723";"IRIS 266-13353";"2480445";"HUANG-HUA-ZHAN";;"2480523";"HUANG-HUA-ZHAN/OM 1723";;"Backcross";"HB2013WS";"HB9006"
"2013";"WS";"3546512";"HHZ 5-DT20-DT3-Y2";"HB8007";"HUANG-HUA-ZHAN*2/OM 1723";"IRIS 266-13354";"2480445";"HUANG-HUA-ZHAN";;"2480523";"HUANG-HUA-ZHAN/OM 1723";;"Backcross";"HB2013WS";"HB9007"
"2013";"WS";"3488824";"HHZ 8-SAL 6-SAL 3-Y2";"HB8008";"HUANG-HUA-ZHAN*2/PHALGUNA";"IRIS 323-12278";"2480445";"HUANG-HUA-ZHAN";;"2480520";"HUANG-HUA-ZHAN/PHALGUNA";;"Backcross";"HB2013WS";"HB9008"
"2013";"WS";"1201260";"IR04A115";"HB8009";"IR 68077-82-2-2-2-3/IR00A117";"IRIS 18-348718";"163992";"IR 68077-82-2-2-2-3";"IR 04A115";"506267";"IR00A117";"IR 00A117";"Single cross";"HB2013WS";"HB9009"
"2013";"WS";"2434007";"IR05N412";"HB8010";"IR 72875-94-3-3-2/IR 73707-45-3-2-3";"IRIS 150-1099";"622115";"IR 72875-94-3-3-2";"IR 05N412";"733707";"IR 73707-45-3-2-3";;"Single cross";"HB2013WS";"HB9010"
"2013";"WS";"1855724";"IR06N155";"HB8012";"IR 72158-11-5-2-3/IR 73707-45-3-2-3//IR 72875-94-3-3-2";"IRIS 66-462544";"1113279";"IR 79488";"IR 06N155";"622115";"IR 72875-94-3-3-2";;"Three-way cross";"HB2013WS";"HB9011"
"2013";"WS";"2220463";"IR07A179";"HB8014";"IR01A135/IR 77080-B-34-3";"IRIS 66-547160";"923607";"IR01A135";"IR 07A179";"1192189";"IR 77080-B-34-3";;"Single cross";"HB2013WS";"HB9012"
"2013";"WS";"3173031";"IR09A136";"HB8016";"IR01A135/IRRI 123//IR01A163";"IRIS 266-8658";"1385679";"IR 82499";"IR 09A136";"909971";"IR01A163";"IR 01A163";"Three-way cross";"HB2013WS";"HB9013"
"2013";"WS";"2433533";"IR09A228";"HB8017";"PR 29232-B-17-2-1-1/IR 64";"IRIS 66-629314";"1005291";"PR 29232-B-17-2-1-1";"IR 09A228";"50533";"IR 64";;"Single cross";"HB2013WS";"HB9014"
"2013";"WS";"2847870";"IR09F436";"HB8018";"CIHERANG*2/IRRI 149";"IRIS 253-799762";"2452019";"IR 87424";"IR 09F436";"2349314";"CIHERANG";;"Backcross";"HB2013WS";"HB9015"
"2013";"WS";"2472780";"IR09N212";"B3573";"ODAEBYEO/IRRI 123";"IRIS 66-653621";"790158";"ODAEBYEO";"IR 09N212";"94801";"IRRI 123";;"Single cross";"HB2013WS";"HB9016"
"2013";"WS";"3173110";"IR09N496";"HB8019";"IR01N200/IR01N148//IRRI 123";"IRIS 266-8618";"1329277";"IR 82029";"IR 09N496";"94801";"IRRI 123";;"Three-way cross";"HB2013WS";"HB9017"
"2013";"WS";"2432997";"IR09N534";"HB8022";"IR04N114/IR 73459-120-2-2-3//KHAO KHAE";"IRIS 66-629853";"1385651";"IR 82527";"IR 09N534";"328861";"KHAO KHAE";;"Three-way cross";"HB2013WS";"HB9018"
"2013";"WS";"2858722";"IR10A231";"B3485";"IRRI 143/IR 73718-23-2-1-3//IR00A110";"IRIS 179-800406";"2173831";"IR 84755";"IR 10A231";"501537";"IR00A110";"IR 00A110";"Three-way cross";"HB2013WS";"HB9019"
"2013";"WS";"3546488";"IR 10F203";"HB8025";"IR 80410-B-197-4/IRRI 149";"IRIS 266-13330";"1603251";"IR 80410-B-197-4";"IR 10F203";"2159583";"IRRI 149";"IR 07F102";"Single cross";"HB2013WS";"HB9020"
"2013";"WS";"3128637";"IR10F336";"HB8026";"IR 70215-4-CPA 3-1-3-1/NSIC RC 158";"IRIS 253-895422";"675035";"IR 70215-4-CPA 3-1-3-1";"IR 10F336";"1111266";"NSIC RC 158";"IR 03N135";"Single cross";"HB2013WS";"HB9021"
"2013";"WS";"3088465";"IR10F559";"F3665";"IR 80410-B-197-4/IRRI 149//NSIC RC 158";"IRIS 199-60500";"2399034";"IR 86267";"IR 10F559";"1111266";"NSIC RC 158";"IR 03N135";"Three-way cross";"HB2013WS";"HB9022"
"2013";"WS";"2697813";"IR10N225";"HB8028";"IR01N106/IR01N194//IRRI 143";"IRIS 179-718477";"2011384";"IR 83839";"IR 10N225";"863057";"IRRI 143";"IR 01A108";"Three-way cross";"HB2013WS";"HB9023"
"2013";"WS";"2697338";"IR10N237";"HB8029";"IR01N111/IRRI 164//IR 72890-81-3-2-2";"IRIS 179-718952";"2011381";"IR 83842";"IR 10N237";"622050";"IR 72890-81-3-2-2";;"Three-way cross";"HB2013WS";"HB9024"
"2013";"WS";"2697336";"IR10N238";"B3606";"IR01N126/IR02N174//IR 72903-121-2-1-2";"IRIS 179-718954";"2011380";"IR 83843";"IR 10N238";"652291";"IR 72903-121-2-1-2";;"Three-way cross";"HB2013WS";"HB9025"
"2013";"WS";"2696701";"IR10N271";"B3609";"IR01W106/IR 71676-90-2-2";"IRIS 179-719589";"924399";"IR01W106";"IR 10N271";"437440";"IR 71676-90-2-2";;"Single cross";"HB2013WS";"HB9026"
"2013";"WS";"3022947";"IR11A282";"B3494";"IR04A427/BR 29";"IRIS 179-853425";"1253972";"IR04A427";"IR 11A282";"419014";"BR 29";;"Single cross";"HB2013WS";"HB9027"
"2013";"WS";"3023555";"IR11A303";"HB8031";"IR04A427/IR 72875-94-3-3-2";"IRIS 179-854033";"1253972";"IR04A427";"IR 11A303";"622115";"IR 72875-94-3-3-2";;"Single cross";"HB2013WS";"HB9028"
"2013";"WS";"3023573";"IR11A306";"B3502";"IR04A427/IR 73006-12-3-3-2";"IRIS 179-854051";"1253972";"IR04A427";"IR 11A306";"651775";"IR 73006-12-3-3-2";;"Single cross";"HB2013WS";"HB9029"
"2013";"WS";"2972796";"IR11N202";"B3617";"IR05N173/BR 29";"IRIS 179-818134";"1265283";"IR05N173";"IR 11N202";"419014";"BR 29";;"Single cross";"HB2013WS";"HB9030"
"2013";"WS";"3425959";"IR12A181";"A3270";"IRRI 154/BR 29";"IRIS 179-1015496";"1253989";"IRRI 154";"IR12A181";"419014";"BR 29";;"Single cross";"HB2013WS";"HB9031"
"2013";"WS";"3426704";"IR12A207";"A3527";"IR05A117/MTU 1010";"IRIS 179-1016199";"1265471";"IR05A117";"IR12A207";"1356053";"MTU 1010";;"Single cross";"HB2013WS";"HB9032"
"2013";"WS";"3272808";"IR12N135";"B3635";"IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50";"IRIS 179-953194";"2548307";"IR 88729";"IR12N135";"1846419";"FEDEARROZ 50";;"Three-way cross";"HB2013WS";"HB9033"
"2013";"WS";"3425605";"IR12N253";"B3650";"IR 72971-77-1-5-2-2/IR02W101//NERICA 6";"IRIS 179-1015142";"2548293";"IR 88715";"IR12N253";"1356382";"NERICA 6";;"Three-way cross";"HB2013WS";"HB9034"
"2013";"WS";"620014";"IR BB 60 (IR 72920-1-44-4)";"HB8058";"NH 11-35/NH 9-53";"IRIS 18-61493";"94929";"NH 11-35";;"94930";"NH 9-53";;"Single cross";"HB2013WS";"HB9035"
"2013";"WS";"1405197";"IR BB 66";"HB8059";"IRBB 7/IR BB 60 (IR 72920-1-44-4)";"IRIS 66-408969";"415286";"IRBB 7";;"620014";"IR BB 60 (IR 72920-1-44-4)";;"Single cross";"HB2013WS";"HB9036"
"2013";"WS";"3582092";"IR10J103";"DM81";"LIJIANG XINTUAN HEIGU (AC 59323)*7/WHD IS-75-1-127";"IRIS 179-1078835";"3270007";"LTH*6/WHD-1S-75-1-127";"IR10J103";"313008";"LIJIANG XINTUAN HEIGU (AC 59323)";;"Backcross";"HB2013WS";"HB9037"
"2013";"WS";"3404733";"IRBL9-W[RL] SPK2";"DM80";"IRBL9-W[RL] SPK2";"IRIS 253-1002579";;;;;;;;"HB2013WS";"HB9038"
"2013";"WS";"1253989";"IRRI 154";"HB8055";"IR 73012-137-2-2-2/PSB RC 10 (IR 50404-57-2-2-3)";"IRIS 18-375178";"651616";"IR 73012-137-2-2-2";"IR 04A421";"76174";"PSB RC 10 (IR 50404-57-2-2-3)";;"Single cross";"HB2013WS";"HB9039"
"2013";"WS";"1254078";"IRRI 156";"HB8057";"IR 72870-102-2-2-1-3/IR 72870-19-2-2-3";"IRIS 18-375089";"622131";"IR 72870-102-2-2-1-3";"IR04A395";"622136";"IR 72870-19-2-2-3";;"Single cross";"HB2013WS";"HB9040"
"2013";"WS";"1402027";"IRRI 168";"HB8056";"IR 72904-65-1-3-3/IR 73012-137-2-2-2";"IRIS 66-412950";"652266";"IR 72904-65-1-3-3";"IR05A272";"651616";"IR 73012-137-2-2-2";;"Single cross";"HB2013WS";"HB9041"
"2013";"WS";"3489515";"PR 30245-10-414";"HB8033";"IR64-AC97 WP (ANTHER CULTURE)/?";"IRIS 266-12803";"3802863";"IR64-AC97 WP (ANTHER CULTURE)";;;;;"Single cross";"HB2013WS";"HB9042"
"2013";"WS";"3490822";"PR 34859-B-4-1-1-2-1 (G)";"HB8034";"MALIGAYA SPECIAL # 6/GUANDONG 7";"IRIS 266-12820";"988890";"MALIGAYA SPECIAL # 6";;"990781";"GUANDONG 7";;"Single cross";"HB2013WS";"HB9043"
"2013";"WS";"3490123";"PR 35251-2B-5-5-3-1-1";"HB8035";"YANG YU/FR 4";"IRIS 266-12344";"3802019";"YANG YU";;"3802725";"FR 4";;"Single cross";"HB2013WS";"HB9044"
"2013";"WS";"3490639";"PR 35769-B-1-1-2-3-4";"HB8036";"PSB RC 28/IR 65907-116-1-B";"IRIS 266-12800";"2885750";"PSB RC 28";;"3802118";"IR 65907-116-1-B";;"Single cross";"HB2013WS";"HB9045"
"2013";"WS";"3488874";"PR 35786-B-3-3-2-1-1";"HB8037";"AR 32-19-3-3/PR 33214";"IRIS 266-12816";"3801639";"AR 32-19-3-3";;"3803060";"PR 33214";;"Single cross";"HB2013WS";"HB9046"
"2013";"WS";"3490750";"PR 35805-B-9-2-3-2-3";"HB8038";"BURDAGOL (A)/IR 74286-55-2-3-2-3";"IRIS 323-11787";"3488948";"BURDAGOL (A)";;"3802923";"IR 74286-55-2-3-2-3";;"Single cross";"HB2013WS";"HB9047"
"2013";"WS";"3490972";"PR 36831-31-1-1-1-1-1";"HB8039";"IR 69726-29-1-2-2-2 (MATATAG 2)/SINANOT";"IRIS 266-12817";"501558";"IR 69726-29-1-2-2-2 (MATATAG 2)";;"3488958";"SINANOT";;"Single cross";"HB2013WS";"HB9048"
"2013";"WS";"3490821";"PR 36933-B-1-36-1-1-1";"HB8040";"PR 25545-2-1-2-1/IR 61979-138-1-3-2-3 (ANGELICA)";"IRIS 266-12819";"999187";"PR 25545-2-1-2-1";;"987506";"IR 61979-138-1-3-2-3 (ANGELICA)";;"Single cross";"HB2013WS";"HB9049"
"2013";"WS";"3490818";"PR 37139-3-1-3-1-2-1";"HB8041";"ANGELICA/PULANG HUMOT//AR 32-19-3-3";"IRIS 266-12793";"3803584";"ANGELICA/PULANG HUMOT";;"3801639";"AR 32-19-3-3";;"Single cross";"HB2013WS";"HB9050"
"2013";"WS";"3491022";"PR 37246-2-3-2-1-1-2-1";"HB8042";"IR 60819 R/AR 32-19-3-3";"IRIS 266-12814";"3488959";"IR 60819 R";;"1406195";"AR 32-19-3-3";;"Single cross";"HB2013WS";"HB9051"
"2013";"WS";"3491021";"PR 37704-2B-6-1-2-1-1";"HB8043";"PR 33212-CB-1/C 6537-56-1";"IRIS 266-12809";"3489289";"PR 33212-CB-1";;"2173668";"C 6537-56-1";;"Single cross";"HB2013WS";"HB9052"
"2013";"WS";"3490156";"PR 37866-1B-1-4";"HB8044";"PR 37866";"IRIS 266-12795";;;;;;;"Unknown selection method";"HB2013WS";"HB9053"
"2013";"WS";"3490641";"PR 37921-B-3-2-2";"HB8045";"ADRON 117//DM 25/AR 32-19-3-3";"IRIS 266-12811";"2263474";"ADRON 117";;"3488299";"DM 25/AR 32-19-3-3";;"Three-way cross";"HB2013WS";"HB9054"
"2013";"WS";"3490906";"PR 37921-B-3-4-2-1-2";"HB8046";"ADRON 117//DM 25/AR 32-19-3-3";"IRIS 266-12808";"2263474";"ADRON 117";;"3488299";"DM 25/AR 32-19-3-3";;"Three-way cross";"HB2013WS";"HB9055"
"2013";"WS";"3490157";"PR 37939-3B-1-2";"HB8047";"PR 31097-B-16-2-2/PR33217-4";"IRIS 266-12796";"2173614";"PR 31097-B-16-2-2";;"3803670";"PR33217-4";;"Single cross";"HB2013WS";"HB9056"
"2013";"WS";"3490425";"PR 37942-3B-5-3-2";"HB8048";"PR 35796-B-3-2-3/ADRON 111";"IRIS 266-12792";"3803952";"PR 35796-B-3-2-3";;"2885782";"ADRON 111";;"Single cross";"HB2013WS";"HB9057"
"2013";"WS";"3490424";"PR 37951-3B-37-1-2";"HB8049";"PR 36828-38-1-1/PR 35786-B-3-1-4";"IRIS 266-12791";"3803907";"PR 36828-38-1-1";;"3802145";"PR 35786-B-3-1-4";;"Single cross";"HB2013WS";"HB9058"
"2013";"WS";"3490909";"PR 37952-B-4-1-3";"HB8050";"PR 29740-B-26-1-2-1-1-1-1/C 6537-56-1";"IRIS 266-12815";"3489292";"PR 29740-B-26-1-2-1-1-1-1";;"2173668";"C 6537-56-1";;"Single cross";"HB2013WS";"HB9059"
"2013";"WS";"3490802";"PR 37957-B-3-3-1-1-1";"HB8051";"IR 77186-122-2-2-3/PR 31942-6-1";"IRIS 266-12337";"3802147";"IR 77186-122-2-2-3";;"3803281";"PR 31942-6-1";;"Single cross";"HB2013WS";"HB9060"
"2013";"WS";"3491070";"PR 38012-3B-1-3 (SP)";"HB8052";"PR 34544-B-7-3-2-1-1-2-1//C 6688 WH6-2-2-1/PR 31563";"IRIS 266-12763";"3490834";"PR 34544-B-7-3-2-1-1-2-1";;"3489893";"C 6688 WH-6-2-2-1/PR 31563";;"Three-way cross";"HB2013WS";"HB9061"
"2013";"WS";"3491071";"PR 38012-3B-3-1";"HB8053";"PR 34544-B-7-3-2-1-1-2-1//C 6688 WH6-2-2-1/PR 31563";"IRIS 266-12810";"3490834";"PR 34544-B-7-3-2-1-1-2-1";;"3489893";"C 6688 WH-6-2-2-1/PR 31563";;"Three-way cross";"HB2013WS";"HB9062"
"2013";"WS";"3404736";"PUO1012";"DEMO";"PUO1012";"IRIS 253-1002582";;;;;;;;"HB2013WS";"HB9063"
"2013";"WS";"2866427";"TME 80518";"HB8054";"TME 80518";"IRIS 253-809409";;;;;;;"Unknown selection method";"HB2013WS";"HB9064"
"2013";"WS";"2847870";"IR09F436";"HB8064";"CIHERANG*2/IRRI 149";"IRIS 253-799762";"2452019";"IR 87424";"IR 09F436";"2349314";"CIHERANG";;"Backcross";"HB2013WS";"HB9065"
"2013";"WS";"2853229";"IR09F437";"HB8065";"PSB RC 18 (IR 51672-62-2-1-1-2-3)*2/IRRI 149";"IRIS 253-799764";"2399017";"IR 86284";"IR 09F437";"82290";"PSB RC 18 (IR 51672-62-2-1-1-2-3)";;"Backcross";"HB2013WS";"HB9066"
"2013";"WS";"3034896";"IR10F109";"HB8066";"IR 49830-7-1-2-3/2*IR07F101";"IRIS 199-54245";"2286632";"IR 85667";"IR 10F109";"2159598";"IR07F101";"IR 07F101";"Backcross";"HB2013WS";"HB9067"
"2013";"WS";"3128666";"IR10F365";"HB8073";"IR 70215-4-CPA 3-1-3-1/NSIC RC 158";"IRIS 253-895451";"675035";"IR 70215-4-CPA 3-1-3-1";"IR 10F365";"1111266";"NSIC RC 158";"IR 03N135";"Single cross";"HB2013WS";"HB9068"
"2013";"WS";"3088507";"IR10F548";"F2211";"IR 80410-B-197-4/IRRI 149//IR06F393";"IRIS 199-60458";"2399034";"IR 86267";"IR 10F548";"2037961";"IR06F393";"IR 06F393";"Three-way cross";"HB2013WS";"HB9069"
"2013";"WS";"3088500";"IR10F550";"F2212";"IR 80410-B-197-4/IRRI 149//IR06F393";"IRIS 199-60465";"2399034";"IR 86267";"IR 10F550";"2037961";"IR06F393";"IR 06F393";"Three-way cross";"HB2013WS";"HB9070"
"2013";"WS";"3088414";"IR10F571";"F2214";"IR07F294/IR05F102//NSIC RC 158";"IRIS 199-60551";"2399033";"IR 86268";"IR 10F571";"1111266";"NSIC RC 158";"IR 03N135";"Three-way cross";"HB2013WS";"HB9071"
"2013";"WS";"3246887";"IR11F186";"F2218";"IRRI 154/IR07F290";"IRIS 199-63868";"1253989";"IRRI 154";"IR11F186";"2295328";"IR07F290";"IR 07F290";"Single cross";"HB2013WS";"HB9072"
"2013";"WS";"3246789";"IR11F211";"F2221";"IR 73720-36-3-3-1/IR 49830-7-1-2-3";"IRIS 199-63966";"735076";"IR 73720-36-3-3-1";"IR11F211";"88474";"IR 49830-7-1-2-3";;"Single cross";"HB2013WS";"HB9073"
"2013";"WS";"3246765";"IR11F216";"F2222";"IR07F290/IR06F393";"IRIS 199-63990";"2295328";"IR07F290";"IR11F216";"2037961";"IR06F393";"IR 06F393";"Single cross";"HB2013WS";"HB9074"
"2013";"WS";"3387711";"IR12F107";"F2232";"IR 44004-74-3-2-3-3-3/IR 70181-32-PMI 1-1-5-1";"IRIS 199-68137";"91953";"IR 44004-74-3-2-3-3-3";"IR12F107";"675101";"IR 70181-32-PMI 1-1-5-1";;"Single cross";"HB2013WS";"HB9075"
"2013";"WS";"3384426";"IR12F164";"F2236";"IR07F308/IR05N341";"IRIS 199-68284";"2549204";"IR07F308";"IR12F164";"1401800";"IR05N341";"IR 05N341";"Single cross";"HB2013WS";"HB9076"
"2013";"WS";"3555064";"IR12F566";"F2264";"IR09F104/IR05F102";"IRIS 199-80040";"2575513";"IR09F104";"IR12F566";"1847271";"IR05F102";"IR 05F102";"Single cross";"HB2013WS";"HB9077"
"2013";"WS";"447391";"IRRI 119";"B14b 2013DS";"IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105";"IRIS 1-2333";"67382";"IR 55018";;"1709";"KHAO DAWK MALI 105";;"Three-way cross";"HB2013WS";"HB9078"
"2013";"WS";"94801";"IRRI 123";"B14b 2013DS";"IR 47761-27-1-3-6/PSB RC 28 (IR 56381-139-2-2)";"IRIS 10-94801";"74718";"IR 47761-27-1-3-6";;"80172";"PSB RC 28 (IR 56381-139-2-2)";;"Single cross";"HB2013WS";"HB9079"
"2013";"WS";"1253989";"IRRI 154";"B14b 2013DS";"IR 73012-137-2-2-2/PSB RC 10 (IR 50404-57-2-2-3)";"IRIS 18-375178";"651616";"IR 73012-137-2-2-2";"IR 04A421";"76174";"PSB RC 10 (IR 50404-57-2-2-3)";;"Single cross";"HB2013WS";"HB9080"
"2013";"WS";"1254078";"IRRI 156";"B14b 2013DS";"IR 72870-102-2-2-1-3/IR 72870-19-2-2-3";"IRIS 18-375089";"622131";"IR 72870-102-2-2-1-3";"IR04A395";"622136";"IR 72870-19-2-2-3";;"Single cross";"HB2013WS";"HB9081"
"2013";"WS";"3021693";"A 69-1";"HB8078";"BG 94-1/POKKALI";"IRIS 125-60919";"382215";"BG 94-1";;"303835";"POKKALI";;"Single cross";"HB2013WS";"HB9082"
"2013";"WS";"3570080";"AZUCENA";"HB8079";"AZUCENA";"IRIS 179-1076911";;;;;;;"Single plant selection";"HB2013WS";"HB9083"
"2013";"WS";"2740022";"BINADHAN 7";"HB8080";"TAI NGUYEN/.";"IRIS 251-35967";"91349";"TAI NGUYEN";;;;;"Induced mutation population";"HB2013WS";"HB9084"
"2013";"WS";"415506";"BR 28";"HB8081";"BR 6/PURBACHI";"IRIS 4-26871";"378507";"BR 6";;"4210";"PURBACHI";;"Single cross";"HB2013WS";"HB9085"
"2013";"WS";"419014";"BR 29";"HB8082";"BG90-2/BR 10 (BR 51-46-5)";"IRIS 4-20400";"10587";"BG90-2";;"414043";"BR 10 (BR 51-46-5)";;"Single cross";"HB2013WS";"HB9086"
"2013";"WS";"3521558";"BRRI DHAN 53";"HB8083";"?/?";"IRIS 251-70183";;;;;;;"Unknown generative method SF";"HB2013WS";"HB9087"
"2013";"WS";"3521560";"BRRI DHAN 55";"HB8084";"?/?";"IRIS 251-70185";;;;;;;"Unknown generative method SF";"HB2013WS";"HB9088"
"2013";"WS";"2173362";"CAPSULE";"HB8085";"CAPSULE";"IRIS 146-1728";;;;;;;"Unknown selection method";"HB2013WS";"HB9089"
"2013";"WS";"3551872";"CHERIVIRUPPU";"HB8086";"CHERIVIRUPPU";"IRIS 179-1075483";;;;;;;"Unknown selection method";"HB2013WS";"HB9090"
"2013";"WS";"3551791";"CSR 36";"HB8087";"CSR 13/PANVEL 2//IR 36";"IRIS 179-1075502";"2528604";"CSR 13/PANVEL 2";;"11105";"IR 36";;"Three-way cross";"HB2013WS";"HB9091"
"2013";"WS";"11848";"IR 29";"HB8093";"IR 833-6-2-1-1//IR 1561-149-1/IR 1737";"IRIS 10-11848";"3707";"IR 833-6-2-1-1";"DW 405";"3661";"IR 2040";;"Three-way cross";"HB2013WS";"HB9092"
"2013";"WS";"1192884";"IR 66946-3R-178-1-1";"HB8097";"IR 29/POKKALI B";"IRIS 66-333787";"11848";"IR 29";;"81222";"POKKALI B";;"Single cross";"HB2013WS";"HB9093"
"2013";"WS";"3021728";"IR 84649-97-3-1-B-B";"HB8103";"IR05F102/IR 66946-3R-178-1-1";"IRIS 125-60954";"1847271";"IR05F102";;"1192884";"IR 66946-3R-178-1-1";;"Single cross";"HB2013WS";"HB9094"
"2013";"WS";"1193406";"IR03W134";"HB8102";;"IRIS 66-360945";"762441";"IR 77379";"IR 03W134";"1038028";"IR 69502-6-SRN 3-UBN 1-B";;"Backcross";"HB2013WS";"HB9095"
"2013";"WS";"1838118";"IR06M139";"HB8091";"MEM BERANO/PADI ABANG GOGO";"IRIS 66-453138";"1006690";"MEM BERANO";"IR 06M139";"330149";"PADI ABANG GOGO";;"Single cross";"HB2013WS";"HB9096"
"2013";"WS";"1838100";"IR06M143";"HB8092";"MEM BERANO/PADI ABANG GOGO";"IRIS 66-453156";"1006690";"MEM BERANO";"IR 06M143";"330149";"PADI ABANG GOGO";;"Single cross";"HB2013WS";"HB9097"
"2013";"WS";"2064895";"IR07T118";"HB8101";"IR 71730-51-2/IR 61920-3B-22-2-1 (NSIC RC 106";"IRIS 79-21763";"208043";"IR 71730-51-2";"IR 07T118";"707107";"IR 61920-3B-22-2-1 (NSIC RC 106";;"Single cross";"HB2013WS";"HB9098"
"2013";"WS";"3021729";"IR11T153";"HB8104";"CHERIVIRUPPU/IR05F101//IR05F102/IR 66946-3R-178-1-1";"IRIS 125-60955";"2159576";"IR 84645";"IR11T153";"2159572";"IR 84649";;"Double cross";"HB2013WS";"HB9099"
"2013";"WS";"3041099";"IR11T189";"HB8108";"IRRI 149/IR 61920-3B-22-2-1 (NSIC RC 106";"IRIS 125-61664";"2159583";"IRRI 149";"IR11T189";"707107";"IR 61920-3B-22-2-1 (NSIC RC 106";;"Single cross";"HB2013WS";"HB9100"
"2013";"WS";"3041018";"IR11T213";"HB8109";"IRRI 149/IR 61920-3B-22-2-1 (NSIC RC 106";"IRIS 125-61583";"2159583";"IRRI 149";"IR11T213";"707107";"IR 61920-3B-22-2-1 (NSIC RC 106";;"Single cross";"HB2013WS";"HB9101"
"2013";"WS";"3041038";"IR11T222";"HB8110";"IRRI 149/IR 61920-3B-22-2-1 (NSIC RC 106";"IRIS 125-61603";"2159583";"IRRI 149";"IR11T222";"707107";"IR 61920-3B-22-2-1 (NSIC RC 106";;"Single cross";"HB2013WS";"HB9102"
"2013";"WS";"403373";"IR 55179-3B-11-3";"HB8094";"IR 4630-22-2-5-1-3/NONA BOKRA";"IRIS 4-27485";"56023";"IR 4630-22-2-5-1-3";;"303990";"NONA BOKRA";;"Single cross";"HB2013WS";"HB9103"
"2013";"WS";"150693";"IR 58443-6B-10-3";"HB8095";"AT 401/IR 31868-64-2-3-3-3";"IRIS 10-150693";"69725";"AT 401";;"59587";"IR 31868-64-2-3-3-3";;"Single cross";"HB2013WS";"HB9104"
"2013";"WS";"2162206";"IR 66946-3R-116-1-1";"HB8088";"IR 29/POKKALI B";"IRIS 125-23057";"11848";"IR 29";;"81222";"POKKALI B";;"Single cross";"HB2013WS";"HB9105"
"2013";"WS";"2162177";"IR 66946-3R-149-1-1";"HB8089";"IR 29/POKKALI B";"IRIS 125-23148";"11848";"IR 29";;"81222";"POKKALI B";;"Single cross";"HB2013WS";"HB9106"
"2013";"WS";"1006158";"IR 70023-4B-R-12-3-1";"HB8098";"IR 50184-3B-8-2B-1/IR 10198-66-2";"IRIS 103-169136";"89420";"IR 50184-3B-8-2B-1";;"37898";"IR 10198-66-2";;"Single cross";"HB2013WS";"HB9107"
"2013";"WS";"1006063";"IR 72046-B-R-3";"HB8100";"IR 31406-333-1/2*IR 31142-14-1-1-3-2";"IRIS 103-169192";"91976";"IR 31142-14-1-1-3-2";;"91977";"IR 71350";;"Backcross";"HB2013WS";"HB9108"
"2013";"WS";"2064900";"IR 77674-3B-8-2-2-8-2-AJY 10";"HB8090";"IR 71730-51-2/IR 61920-3B-22-2-1 (NSIC RC 106";"IRIS 79-21758";"208043";"IR 71730-51-2";;"707107";"IR 61920-3B-22-2-1 (NSIC RC 106";;"Single cross";"HB2013WS";"HB9109"
"2013";"WS";"3034845";"IR12T101";"HB8105";"IRRI 126/AS 996//IR 68144-2B-2-2-3-1/IR 61920-3B-22-2-1 (NSIC RC 106///IR 65185-3B-8-3-2 (PSB RC 84)/IR 71700-247-1-1-2//IR 72593-B-3-2-3-3/IR00A117";"IRIS 125-61056";"2011114";"IR 84109";"IR12T101";"2011108";"IR 84115";;"Double cross";"HB2013WS";"HB9110"
"2013";"WS";"3034753";"IR 85891-B-B-AJY 1";"HB8106";"IRRI 126/AS 996//IR 68144-2B-2-2-3-1/IR 61920-3B-22-2-1 (NSIC RC 106///IR 65185-3B-8-3-2 (PSB RC 84)/IR 71700-247-1-1-2//IR 72593-B-3-2-3-3/IR00A117";"IRIS 125-61089";"2011114";"IR 84109";"IR13T101";"2011108";"IR 84115";;"Double cross";"HB2013WS";"HB9111"
